resource,activity,timestamp,role,travel_permit_number,Task,OrganizationalEntity,RequestedAmount,Permit_TaskNumber,Permit_BudgetNumber,Permit_ProjectNumber,project,case,OrganizationalEntity.1,RequestedBudget,Permitid,ActivityNumber
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/1/15 9:34:21.00,ADMINISTRATION,travel permit number 8437,task 8440,organizational unit 65463,1160.978962,UNKNOWN,budget 6198,UNKNOWN,project 503,request for payment 8438,organizational unit 65455,2652.288387,travel permit 8436,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/1/15 10:44:36.00,SUPERVISOR,travel permit number 8437,task 8440,organizational unit 65463,1160.978962,UNKNOWN,budget 6198,UNKNOWN,project 503,request for payment 8438,organizational unit 65455,2652.288387,travel permit 8436,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/1/15 11:08:04.00,SUPERVISOR,travel permit number 8437,task 8440,organizational unit 65463,1160.978962,UNKNOWN,budget 6198,UNKNOWN,project 503,request for payment 8438,organizational unit 65455,2652.288387,travel permit 8436,UNKNOWN
SYSTEM,Request Payment,2018/1/15 18:43:35.00,UNDEFINED,travel permit number 8437,task 8440,organizational unit 65463,1160.978962,UNKNOWN,budget 6198,UNKNOWN,project 503,request for payment 8438,organizational unit 65455,2652.288387,travel permit 8436,UNKNOWN
SYSTEM,Payment Handled,2018/1/18 16:31:10.00,UNDEFINED,travel permit number 8437,task 8440,organizational unit 65463,1160.978962,UNKNOWN,budget 6198,UNKNOWN,project 503,request for payment 8438,organizational unit 65455,2652.288387,travel permit 8436,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/2/2 12:11:30.00,EMPLOYEE,travel permit number 66532,task 66536,organizational unit 65461,25.33591982,task 427,budget 522,project 66533,project 503,request for payment 66537,organizational unit 65456,823.4173942,travel permit 66531,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/2/2 12:11:32.00,ADMINISTRATION,travel permit number 66532,task 66536,organizational unit 65461,25.33591982,task 427,budget 522,project 66533,project 503,request for payment 66537,organizational unit 65456,823.4173942,travel permit 66531,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/2/5 14:16:47.00,SUPERVISOR,travel permit number 66532,task 66536,organizational unit 65461,25.33591982,task 427,budget 522,project 66533,project 503,request for payment 66537,organizational unit 65456,823.4173942,travel permit 66531,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/5/30 13:25:10.00,EMPLOYEE,travel permit number 66532,task 66536,organizational unit 65461,25.33591982,task 427,budget 522,project 66533,project 503,request for payment 66537,organizational unit 65456,823.4173942,travel permit 66531,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/5/30 13:26:29.00,ADMINISTRATION,travel permit number 66532,task 66536,organizational unit 65461,25.33591982,task 427,budget 522,project 66533,project 503,request for payment 66537,organizational unit 65456,823.4173942,travel permit 66531,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/5/31 7:13:54.00,SUPERVISOR,travel permit number 66532,task 66536,organizational unit 65461,25.33591982,task 427,budget 522,project 66533,project 503,request for payment 66537,organizational unit 65456,823.4173942,travel permit 66531,UNKNOWN
SYSTEM,Request Payment,2018/6/1 9:04:57.00,UNDEFINED,travel permit number 66532,task 66536,organizational unit 65461,25.33591982,task 427,budget 522,project 66533,project 503,request for payment 66537,organizational unit 65456,823.4173942,travel permit 66531,UNKNOWN
SYSTEM,Payment Handled,2018/6/4 15:31:15.00,UNDEFINED,travel permit number 66532,task 66536,organizational unit 65461,25.33591982,task 427,budget 522,project 66533,project 503,request for payment 66537,organizational unit 65456,823.4173942,travel permit 66531,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2017/6/19 7:35:39.00,EMPLOYEE,travel permit number 85563,UNKNOWN,organizational unit 65458,426.1445326,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 85566,organizational unit 65458,1347.636556,travel permit 85562,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2017/6/20 6:49:45.00,SUPERVISOR,travel permit number 85563,UNKNOWN,organizational unit 65458,426.1445326,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 85566,organizational unit 65458,1347.636556,travel permit 85562,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2017/6/20 9:31:01.00,EMPLOYEE,travel permit number 85563,UNKNOWN,organizational unit 65458,426.1445326,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 85566,organizational unit 65458,1347.636556,travel permit 85562,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2017/6/20 9:31:04.00,SUPERVISOR,travel permit number 85563,UNKNOWN,organizational unit 65458,426.1445326,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 85566,organizational unit 65458,1347.636556,travel permit 85562,UNKNOWN
SYSTEM,Request Payment,2017/6/20 10:32:52.00,UNDEFINED,travel permit number 85563,UNKNOWN,organizational unit 65458,426.1445326,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 85566,organizational unit 65458,1347.636556,travel permit 85562,UNKNOWN
SYSTEM,Payment Handled,2017/6/22 15:31:15.00,UNDEFINED,travel permit number 85563,UNKNOWN,organizational unit 65458,426.1445326,UNKNOWN,budget 922,UNKNOWN,project 503,request for payment 85566,organizational unit 65458,1347.636556,travel permit 85562,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/3/11 15:22:38.00,EMPLOYEE,travel permit number 3935,UNKNOWN,organizational unit 65461,1064.09961,UNKNOWN,budget 829,UNKNOWN,project 503,request for payment 3936,organizational unit 65456,2550.43848,travel permit 3934,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/3/11 15:22:41.00,ADMINISTRATION,travel permit number 3935,UNKNOWN,organizational unit 65461,1064.09961,UNKNOWN,budget 829,UNKNOWN,project 503,request for payment 3936,organizational unit 65456,2550.43848,travel permit 3934,UNKNOWN
STAFF MEMBER,Permit APPROVED by SUPERVISOR,2018/3/13 14:09:16.00,SUPERVISOR,travel permit number 3935,UNKNOWN,organizational unit 65461,1064.09961,UNKNOWN,budget 829,UNKNOWN,project 503,request for payment 3936,organizational unit 65456,2550.43848,travel permit 3934,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2018/3/14 8:37:04.00,DIRECTOR,travel permit number 3935,UNKNOWN,organizational unit 65461,1064.09961,UNKNOWN,budget 829,UNKNOWN,project 503,request for payment 3936,organizational unit 65456,2550.43848,travel permit 3934,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/3/17 14:06:00.00,EMPLOYEE,travel permit number 3935,UNKNOWN,organizational unit 65461,1064.09961,UNKNOWN,budget 829,UNKNOWN,project 503,request for payment 3936,organizational unit 65456,2550.43848,travel permit 3934,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/3/17 14:06:49.00,ADMINISTRATION,travel permit number 3935,UNKNOWN,organizational unit 65461,1064.09961,UNKNOWN,budget 829,UNKNOWN,project 503,request for payment 3936,organizational unit 65456,2550.43848,travel permit 3934,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/3/20 9:34:21.00,SUPERVISOR,travel permit number 3935,UNKNOWN,organizational unit 65461,1064.09961,UNKNOWN,budget 829,UNKNOWN,project 503,request for payment 3936,organizational unit 65456,2550.43848,travel permit 3934,UNKNOWN
SYSTEM,Request Payment,2018/3/20 13:06:54.00,UNDEFINED,travel permit number 3935,UNKNOWN,organizational unit 65461,1064.09961,UNKNOWN,budget 829,UNKNOWN,project 503,request for payment 3936,organizational unit 65456,2550.43848,travel permit 3934,UNKNOWN
SYSTEM,Payment Handled,2018/3/22 16:31:12.00,UNDEFINED,travel permit number 3935,UNKNOWN,organizational unit 65461,1064.09961,UNKNOWN,budget 829,UNKNOWN,project 503,request for payment 3936,organizational unit 65456,2550.43848,travel permit 3934,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/11/22 19:34:50.00,EMPLOYEE,travel permit number 30640,UNKNOWN,organizational unit 65469,238.7566602,UNKNOWN,budget 1755,UNKNOWN,project 503,request for payment 30641,organizational unit 65454,422.8660194,travel permit 30639,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/11/22 19:34:53.00,ADMINISTRATION,travel permit number 30640,UNKNOWN,organizational unit 65469,238.7566602,UNKNOWN,budget 1755,UNKNOWN,project 503,request for payment 30641,organizational unit 65454,422.8660194,travel permit 30639,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/11/23 15:54:16.00,EMPLOYEE,travel permit number 30640,UNKNOWN,organizational unit 65469,238.7566602,UNKNOWN,budget 1755,UNKNOWN,project 503,request for payment 30641,organizational unit 65454,422.8660194,travel permit 30639,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/11/23 15:54:18.00,ADMINISTRATION,travel permit number 30640,UNKNOWN,organizational unit 65469,238.7566602,UNKNOWN,budget 1755,UNKNOWN,project 503,request for payment 30641,organizational unit 65454,422.8660194,travel permit 30639,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/11/26 10:20:08.00,SUPERVISOR,travel permit number 30640,UNKNOWN,organizational unit 65469,238.7566602,UNKNOWN,budget 1755,UNKNOWN,project 503,request for payment 30641,organizational unit 65454,422.8660194,travel permit 30639,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/11/26 10:32:45.00,SUPERVISOR,travel permit number 30640,UNKNOWN,organizational unit 65469,238.7566602,UNKNOWN,budget 1755,UNKNOWN,project 503,request for payment 30641,organizational unit 65454,422.8660194,travel permit 30639,UNKNOWN
SYSTEM,Request Payment,2018/11/28 15:45:26.00,UNDEFINED,travel permit number 30640,UNKNOWN,organizational unit 65469,238.7566602,UNKNOWN,budget 1755,UNKNOWN,project 503,request for payment 30641,organizational unit 65454,422.8660194,travel permit 30639,UNKNOWN
SYSTEM,Payment Handled,2018/12/3 16:31:24.00,UNDEFINED,travel permit number 30640,UNKNOWN,organizational unit 65469,238.7566602,UNKNOWN,budget 1755,UNKNOWN,project 503,request for payment 30641,organizational unit 65454,422.8660194,travel permit 30639,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/7/3 5:03:02.00,EMPLOYEE,travel permit number 54339,task 1055,organizational unit 65454,1684.198331,task 427,budget 994,project 1052,project 503,request for payment 54340,organizational unit 65460,5771.142928,travel permit 54338,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/7/3 5:03:24.00,ADMINISTRATION,travel permit number 54339,task 1055,organizational unit 65454,1684.198331,task 427,budget 994,project 1052,project 503,request for payment 54340,organizational unit 65460,5771.142928,travel permit 54338,UNKNOWN
STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018/7/4 5:47:23.00,BUDGET OWNER,travel permit number 54339,task 1055,organizational unit 65454,1684.198331,task 427,budget 994,project 1052,project 503,request for payment 54340,organizational unit 65460,5771.142928,travel permit 54338,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/7/5 6:39:51.00,SUPERVISOR,travel permit number 54339,task 1055,organizational unit 65454,1684.198331,task 427,budget 994,project 1052,project 503,request for payment 54340,organizational unit 65460,5771.142928,travel permit 54338,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/8/13 14:39:31.00,EMPLOYEE,travel permit number 54339,task 1055,organizational unit 65454,1684.198331,task 427,budget 994,project 1052,project 503,request for payment 54340,organizational unit 65460,5771.142928,travel permit 54338,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/8/13 14:42:06.00,ADMINISTRATION,travel permit number 54339,task 1055,organizational unit 65454,1684.198331,task 427,budget 994,project 1052,project 503,request for payment 54340,organizational unit 65460,5771.142928,travel permit 54338,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018/8/15 7:49:10.00,BUDGET OWNER,travel permit number 54339,task 1055,organizational unit 65454,1684.198331,task 427,budget 994,project 1052,project 503,request for payment 54340,organizational unit 65460,5771.142928,travel permit 54338,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/8/16 11:32:59.00,SUPERVISOR,travel permit number 54339,task 1055,organizational unit 65454,1684.198331,task 427,budget 994,project 1052,project 503,request for payment 54340,organizational unit 65460,5771.142928,travel permit 54338,UNKNOWN
SYSTEM,Request Payment,2018/8/16 14:55:01.00,UNDEFINED,travel permit number 54339,task 1055,organizational unit 65454,1684.198331,task 427,budget 994,project 1052,project 503,request for payment 54340,organizational unit 65460,5771.142928,travel permit 54338,UNKNOWN
SYSTEM,Payment Handled,2018/8/20 15:31:18.00,UNDEFINED,travel permit number 54339,task 1055,organizational unit 65454,1684.198331,task 427,budget 994,project 1052,project 503,request for payment 54340,organizational unit 65460,5771.142928,travel permit 54338,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/6/14 11:12:59.00,EMPLOYEE,travel permit number 19008,task 11190,organizational unit 65463,2526.465814,task 427,budget 899,project 2260,project 503,request for payment 19009,organizational unit 65455,2775.010207,travel permit 19007,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/6/14 11:13:01.00,ADMINISTRATION,travel permit number 19008,task 11190,organizational unit 65463,2526.465814,task 427,budget 899,project 2260,project 503,request for payment 19009,organizational unit 65455,2775.010207,travel permit 19007,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/6/14 15:34:53.00,EMPLOYEE,travel permit number 19008,task 11190,organizational unit 65463,2526.465814,task 427,budget 899,project 2260,project 503,request for payment 19009,organizational unit 65455,2775.010207,travel permit 19007,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/6/18 7:27:03.00,SUPERVISOR,travel permit number 19008,task 11190,organizational unit 65463,2526.465814,task 427,budget 899,project 2260,project 503,request for payment 19009,organizational unit 65455,2775.010207,travel permit 19007,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/7/10 7:47:57.00,ADMINISTRATION,travel permit number 19008,task 11190,organizational unit 65463,2526.465814,task 427,budget 899,project 2260,project 503,request for payment 19009,organizational unit 65455,2775.010207,travel permit 19007,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/7/11 11:59:45.00,SUPERVISOR,travel permit number 19008,task 11190,organizational unit 65463,2526.465814,task 427,budget 899,project 2260,project 503,request for payment 19009,organizational unit 65455,2775.010207,travel permit 19007,UNKNOWN
SYSTEM,Request Payment,2018/7/12 6:30:34.00,UNDEFINED,travel permit number 19008,task 11190,organizational unit 65463,2526.465814,task 427,budget 899,project 2260,project 503,request for payment 19009,organizational unit 65455,2775.010207,travel permit 19007,UNKNOWN
SYSTEM,Payment Handled,2018/7/16 15:31:26.00,UNDEFINED,travel permit number 19008,task 11190,organizational unit 65463,2526.465814,task 427,budget 899,project 2260,project 503,request for payment 19009,organizational unit 65455,2775.010207,travel permit 19007,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/1/11 13:23:24.00,EMPLOYEE,travel permit number 65590,task 19645,organizational unit 65454,851.3256406,task 427,budget 1812,project 19642,project 503,request for payment 65591,organizational unit 65460,2183.026546,travel permit 65589,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/1/12 15:31:20.00,ADMINISTRATION,travel permit number 65590,task 19645,organizational unit 65454,851.3256406,task 427,budget 1812,project 19642,project 503,request for payment 65591,organizational unit 65460,2183.026546,travel permit 65589,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/1/15 7:23:41.00,SUPERVISOR,travel permit number 65590,task 19645,organizational unit 65454,851.3256406,task 427,budget 1812,project 19642,project 503,request for payment 65591,organizational unit 65460,2183.026546,travel permit 65589,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/2/13 7:47:09.00,EMPLOYEE,travel permit number 65590,task 19645,organizational unit 65454,851.3256406,task 427,budget 1812,project 19642,project 503,request for payment 65591,organizational unit 65460,2183.026546,travel permit 65589,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/2/13 7:47:31.00,ADMINISTRATION,travel permit number 65590,task 19645,organizational unit 65454,851.3256406,task 427,budget 1812,project 19642,project 503,request for payment 65591,organizational unit 65460,2183.026546,travel permit 65589,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/2/13 9:34:46.00,SUPERVISOR,travel permit number 65590,task 19645,organizational unit 65454,851.3256406,task 427,budget 1812,project 19642,project 503,request for payment 65591,organizational unit 65460,2183.026546,travel permit 65589,UNKNOWN
SYSTEM,Request Payment,2018/2/14 9:42:17.00,UNDEFINED,travel permit number 65590,task 19645,organizational unit 65454,851.3256406,task 427,budget 1812,project 19642,project 503,request for payment 65591,organizational unit 65460,2183.026546,travel permit 65589,UNKNOWN
SYSTEM,Payment Handled,2018/2/15 16:31:19.00,UNDEFINED,travel permit number 65590,task 19645,organizational unit 65454,851.3256406,task 427,budget 1812,project 19642,project 503,request for payment 65591,organizational unit 65460,2183.026546,travel permit 65589,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/7/17 12:47:27.00,EMPLOYEE,travel permit number 20115,task 20119,organizational unit 65461,647.257728,task 427,budget 1969,project 20116,project 503,request for payment 20117,organizational unit 65456,1496.74192,travel permit 20114,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/7/17 12:47:36.00,ADMINISTRATION,travel permit number 20115,task 20119,organizational unit 65461,647.257728,task 427,budget 1969,project 20116,project 503,request for payment 20117,organizational unit 65456,1496.74192,travel permit 20114,UNKNOWN
STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018/7/19 11:22:09.00,BUDGET OWNER,travel permit number 20115,task 20119,organizational unit 65461,647.257728,task 427,budget 1969,project 20116,project 503,request for payment 20117,organizational unit 65456,1496.74192,travel permit 20114,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/7/19 12:43:56.00,SUPERVISOR,travel permit number 20115,task 20119,organizational unit 65461,647.257728,task 427,budget 1969,project 20116,project 503,request for payment 20117,organizational unit 65456,1496.74192,travel permit 20114,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/8/21 8:52:13.00,EMPLOYEE,travel permit number 20115,task 20119,organizational unit 65461,647.257728,task 427,budget 1969,project 20116,project 503,request for payment 20117,organizational unit 65456,1496.74192,travel permit 20114,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/8/21 8:52:32.00,ADMINISTRATION,travel permit number 20115,task 20119,organizational unit 65461,647.257728,task 427,budget 1969,project 20116,project 503,request for payment 20117,organizational unit 65456,1496.74192,travel permit 20114,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018/8/22 11:59:08.00,BUDGET OWNER,travel permit number 20115,task 20119,organizational unit 65461,647.257728,task 427,budget 1969,project 20116,project 503,request for payment 20117,organizational unit 65456,1496.74192,travel permit 20114,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/8/22 12:46:02.00,SUPERVISOR,travel permit number 20115,task 20119,organizational unit 65461,647.257728,task 427,budget 1969,project 20116,project 503,request for payment 20117,organizational unit 65456,1496.74192,travel permit 20114,UNKNOWN
SYSTEM,Request Payment,2018/9/5 12:33:38.00,UNDEFINED,travel permit number 20115,task 20119,organizational unit 65461,647.257728,task 427,budget 1969,project 20116,project 503,request for payment 20117,organizational unit 65456,1496.74192,travel permit 20114,UNKNOWN
SYSTEM,Payment Handled,2018/9/10 15:31:25.00,UNDEFINED,travel permit number 20115,task 20119,organizational unit 65461,647.257728,task 427,budget 1969,project 20116,project 503,request for payment 20117,organizational unit 65456,1496.74192,travel permit 20114,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/8/29 12:23:09.00,EMPLOYEE,travel permit number 69228,task 8480,organizational unit 65475,1211.815695,task 427,budget 749,project 750,project 503,request for payment 69229,organizational unit 65456,1786.460484,travel permit 69227,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/8/29 12:23:11.00,ADMINISTRATION,travel permit number 69228,task 8480,organizational unit 65475,1211.815695,task 427,budget 749,project 750,project 503,request for payment 69229,organizational unit 65456,1786.460484,travel permit 69227,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/9/5 8:52:23.00,SUPERVISOR,travel permit number 69228,task 8480,organizational unit 65475,1211.815695,task 427,budget 749,project 750,project 503,request for payment 69229,organizational unit 65456,1786.460484,travel permit 69227,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/10/5 9:30:00.00,EMPLOYEE,travel permit number 69228,task 8480,organizational unit 65475,1211.815695,task 427,budget 749,project 750,project 503,request for payment 69229,organizational unit 65456,1786.460484,travel permit 69227,UNKNOWN
STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018/10/5 9:48:32.00,ADMINISTRATION,travel permit number 69228,task 8480,organizational unit 65475,1211.815695,task 427,budget 749,project 750,project 503,request for payment 69229,organizational unit 65456,1786.460484,travel permit 69227,UNKNOWN
STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018/10/9 6:25:03.00,EMPLOYEE,travel permit number 69228,task 8480,organizational unit 65475,1211.815695,task 427,budget 749,project 750,project 503,request for payment 69229,organizational unit 65456,1786.460484,travel permit 69227,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/10/9 8:24:51.00,EMPLOYEE,travel permit number 69228,task 8480,organizational unit 65475,1211.815695,task 427,budget 749,project 750,project 503,request for payment 69229,organizational unit 65456,1786.460484,travel permit 69227,UNKNOWN
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/10/9 9:55:38.00,ADMINISTRATION,travel permit number 69228,task 8480,organizational unit 65475,1211.815695,task 427,budget 749,project 750,project 503,request for payment 69229,organizational unit 65456,1786.460484,travel permit 69227,UNKNOWN
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/10/17 5:26:54.00,SUPERVISOR,travel permit number 69228,task 8480,organizational unit 65475,1211.815695,task 427,budget 749,project 750,project 503,request for payment 69229,organizational unit 65456,1786.460484,travel permit 69227,UNKNOWN
SYSTEM,Request Payment,2018/10/19 18:44:48.00,UNDEFINED,travel permit number 69228,task 8480,organizational unit 65475,1211.815695,task 427,budget 749,project 750,project 503,request for payment 69229,organizational unit 65456,1786.460484,travel permit 69227,UNKNOWN
SYSTEM,Payment Handled,2018/10/25 15:31:43.00,UNDEFINED,travel permit number 69228,task 8480,organizational unit 65475,1211.815695,task 427,budget 749,project 750,project 503,request for payment 69229,organizational unit 65456,1786.460484,travel permit 69227,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/3/9 13:59:49.00,EMPLOYEE,travel permit number 67809,UNKNOWN,organizational unit 65468,0.0,UNKNOWN,budget 1299,UNKNOWN,project 503,request for payment 67810,organizational unit 65466,3058.980423,travel permit 67808,UNKNOWN
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/3/9 13:59:53.00,ADMINISTRATION,travel permit number 67809,UNKNOWN,organizational unit 65468,0.0,UNKNOWN,budget 1299,UNKNOWN,project 503,request for payment 67810,organizational unit 65466,3058.980423,travel permit 67808,UNKNOWN
STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018/3/12 10:30:54.00,BUDGET OWNER,travel permit number 67809,UNKNOWN,organizational unit 65468,0.0,UNKNOWN,budget 1299,UNKNOWN,project 503,request for payment 67810,organizational unit 65466,3058.980423,travel permit 67808,UNKNOWN
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/3/13 5:27:17.00,SUPERVISOR,travel permit number 67809,UNKNOWN,organizational unit 65468,0.0,UNKNOWN,budget 1299,UNKNOWN,project 503,request for payment 67810,organizational unit 65466,3058.980423,travel permit 67808,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/7/5 12:57:10.00,EMPLOYEE,travel permit number 67809,UNKNOWN,organizational unit 65468,0.0,UNKNOWN,budget 1299,UNKNOWN,project 503,request for payment 67810,organizational unit 65466,3058.980423,travel permit 67808,UNKNOWN
STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018/7/5 12:57:13.00,ADMINISTRATION,travel permit number 67809,UNKNOWN,organizational unit 65468,0.0,UNKNOWN,budget 1299,UNKNOWN,project 503,request for payment 67810,organizational unit 65466,3058.980423,travel permit 67808,UNKNOWN
STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018/7/6 10:57:06.00,EMPLOYEE,travel permit number 67809,UNKNOWN,organizational unit 65468,0.0,UNKNOWN,budget 1299,UNKNOWN,project 503,request for payment 67810,organizational unit 65466,3058.980423,travel permit 67808,UNKNOWN
STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018/6/28 6:32:57.00,EMPLOYEE,travel permit number 19235,UNKNOWN,organizational unit 65463,388.0824275,UNKNOWN,budget 6198,UNKNOWN,project 503,request for payment 19238,organizational unit 65455,889.1376372,travel permit 19234,activity 7366
STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018/6/28 6:33:01.00,ADMINISTRATION,travel permit number 19235,UNKNOWN,organizational unit 65463,388.0824275,UNKNOWN,budget 6198,UNKNOWN,project 503,request for payment 19238,organizational unit 65455,889.1376372,travel permit 19234,activity 7366
STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018/7/2 6:54:58.00,SUPERVISOR,travel permit number 19235,UNKNOWN,organizational unit 65463,388.0824275,UNKNOWN,budget 6198,UNKNOWN,project 503,request for payment 19238,organizational unit 65455,889.1376372,travel permit 19234,activity 7366
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018/8/23 8:23:25.00,EMPLOYEE,travel permit number 19235,UNKNOWN,organizational unit 65463,388.0824275,UNKNOWN,budget 6198,UNKNOWN,project 503,request for payment 19238,organizational unit 65455,889.1376372,travel permit 19234,activity 7366
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018/8/23 8:23:35.00,ADMINISTRATION,travel permit number 19235,UNKNOWN,organizational unit 65463,388.0824275,UNKNOWN,budget 6198,UNKNOWN,project 503,request for payment 19238,organizational unit 65455,889.1376372,travel permit 19234,activity 7366
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018/8/24 12:06:30.00,SUPERVISOR,travel permit number 19235,UNKNOWN,organizational unit 65463,388.0824275,UNKNOWN,budget 6198,UNKNOWN,project 503,request for payment 19238,organizational unit 65455,889.1376372,travel permit 19234,activity 7366
SYSTEM,Request Payment,2018/8/27 8:45:17.00,UNDEFINED,travel permit number 19235,UNKNOWN,organizational unit 65463,388.0824275,UNKNOWN,budget 6198,UNKNOWN,project 503,request for payment 19238,organizational unit 65455,889.1376372,travel permit 19234,activity 7366
