group,instance,resource,activity,timestamp,responsible,department,case,channel
EMPTY,task-31691,Resource09,Confirmation of receipt,2011/7/27 7:53:05,Resource09,General,8522,Internet
Group 4,task-33657,Resource09,T02 Check confirmation of receipt,2011/7/27 7:53:51,Resource09,General,8522,Internet
Group 1,task-33658,Resource09,T06 Determine necessity of stop advice,2011/7/27 7:54:59,Resource09,General,8522,Internet
Group 3,task-33659,Resource09,T04 Determine confirmation of receipt,2011/7/27 7:55:28,Resource09,General,8522,Internet
Group 2,task-33662,Resource09,T05 Print and send confirmation of receipt,2011/7/27 7:55:58,Resource09,General,8522,Internet
Group 1,task-33661,Resource09,T10 Determine necessity to stop indication,2011/7/27 7:56:44,Resource09,General,8522,Internet
Group 1,task-32338,Resource27,Confirmation of receipt,2011/7/18 12:09:48,Resource11,General,8652,Internet
EMPTY,task-32339,Resource01,T02 Check confirmation of receipt,2011/7/28 6:41:00,Resource11,General,8652,Internet
Group 3,task-33864,Resource01,T04 Determine confirmation of receipt,2011/7/28 6:41:17,Resource11,General,8652,Internet
Group 2,task-33865,Resource01,T05 Print and send confirmation of receipt,2011/7/28 6:41:35,Resource11,General,8652,Internet
Group 1,task-32340,Resource01,T06 Determine necessity of stop advice,2011/7/28 6:42:05,Resource11,General,8652,Internet
Group 1,task-33866,Resource01,T10 Determine necessity to stop indication,2011/7/28 6:42:23,Resource11,General,8652,Internet
EMPTY,task-17862,Resource22,Confirmation of receipt,2011/3/31 13:46:09,Resource22,General,6672,Post
EMPTY,task-18726,Resource22,T02 Check confirmation of receipt,2011/3/31 13:47:54,Resource22,General,6672,Post
Group 1,task-18727,Resource22,T06 Determine necessity of stop advice,2011/3/31 13:49:45,Resource22,General,6672,Post
Group 1,task-18731,Resource22,T10 Determine necessity to stop indication,2011/3/31 13:50:07,Resource22,General,6672,Post
EMPTY,task-18730,Resource22,T04 Determine confirmation of receipt,2011/4/6 12:34:52,Resource22,General,6672,Post
Group 2,task-19347,admin1,T05 Print and send confirmation of receipt,2011/4/6 12:48:35,Resource22,General,6672,Post
EMPTY,task-13725,Resource01,Confirmation of receipt,2011/3/2 7:25:12,Resource01,General,6141,Internet
Group 1,task-14822,Resource01,T06 Determine necessity of stop advice,2011/3/2 7:25:30,Resource01,General,6141,Internet
Group 1,task-14823,Resource01,T10 Determine necessity to stop indication,2011/3/2 7:26:07,Resource01,General,6141,Internet
Group 4,task-14821,Resource01,T02 Check confirmation of receipt,2011/3/2 7:26:51,Resource01,General,6141,Internet
Group 3,task-14827,Resource01,T04 Determine confirmation of receipt,2011/3/2 7:27:09,Resource01,General,6141,Internet
Group 2,task-14829,Resource01,T05 Print and send confirmation of receipt,2011/3/2 7:27:26,Resource01,General,6141,Internet
EMPTY,task-47381,Resource09,Confirmation of receipt,2011/11/30 13:46:16,Resource09,General,10410,Internet
Group 4,task-48645,Resource09,T02 Check confirmation of receipt,2011/11/30 13:47:02,Resource09,General,10410,Internet
Group 3,task-48647,Resource09,T04 Determine confirmation of receipt,2011/11/30 13:47:52,Resource09,General,10410,Internet
Group 2,task-48648,Resource09,T05 Print and send confirmation of receipt,2011/11/30 13:48:46,Resource09,General,10410,Internet
Group 1,task-48646,Resource09,T06 Determine necessity of stop advice,2011/11/30 15:32:41,Resource09,General,10410,Internet
Group 1,task-48699,Resource09,T10 Determine necessity to stop indication,2011/11/30 15:34:57,Resource09,General,10410,Internet
EMPTY,task-5467,Resource17,Confirmation of receipt,2011/1/7 8:09:03,Resource17,General,4930,Internet
Group 1,task-7161,Resource17,T06 Determine necessity of stop advice,2011/1/7 8:48:45,Resource17,General,4930,Internet
Group 1,task-7183,Resource17,T10 Determine necessity to stop indication,2011/1/7 8:49:05,Resource17,General,4930,Internet
EMPTY,task-7160,Resource17,T02 Check confirmation of receipt,2011/1/7 8:49:42,Resource17,General,4930,Internet
Group 3,task-7185,Resource10,T04 Determine confirmation of receipt,2011/1/7 10:32:18,Resource17,General,4930,Internet
Group 2,task-7225,admin1,T05 Print and send confirmation of receipt,2011/1/7 14:45:32,Resource17,General,4930,Internet
Group 1,task-4272,Resource10,Confirmation of receipt,2010/12/17 9:20:08,Resource07,General,4780,Post
Group 4,task-4781,Resource10,T02 Check confirmation of receipt,2010/12/17 9:25:01,Resource07,General,4780,Post
Group 3,task-4807,Resource10,T04 Determine confirmation of receipt,2010/12/17 9:30:47,Resource07,General,4780,Post
EMPTY,task-4782,Resource07,T06 Determine necessity of stop advice,2010/12/24 13:07:04,Resource07,General,4780,Post
Group 1,task-5663,Resource07,T10 Determine necessity to stop indication,2010/12/24 13:13:09,Resource07,General,4780,Post
Group 2,task-4826,Resource07,T05 Print and send confirmation of receipt,2011/1/6 9:49:38,Resource07,General,4780,Post
EMPTY,task-12280,Resource01,Confirmation of receipt,2011/2/22 12:37:31,Resource11,General,5997,Internet
Group 4,task-13601,Resource01,T02 Check confirmation of receipt,2011/2/22 12:37:47,Resource11,General,5997,Internet
Group 3,task-13603,Resource01,T04 Determine confirmation of receipt,2011/2/22 12:37:58,Resource11,General,5997,Internet
Group 2,task-13604,Resource01,T05 Print and send confirmation of receipt,2011/2/22 12:38:09,Resource11,General,5997,Internet
Group 1,task-13602,Resource01,T06 Determine necessity of stop advice,2011/2/22 12:38:20,Resource11,General,5997,Internet
Group 1,task-13605,Resource01,T10 Determine necessity to stop indication,2011/2/22 12:38:37,Resource11,General,5997,Internet
EMPTY,task-46729,Resource06,Confirmation of receipt,2011/11/15 10:50:46,Resource06,General,10473,Internet
Group 4,task-46742,Resource06,T02 Check confirmation of receipt,2011/11/15 10:51:37,Resource06,General,10473,Internet
Group 3,task-46745,Resource06,T04 Determine confirmation of receipt,2011/11/15 10:51:57,Resource06,General,10473,Internet
Group 2,task-46746,Resource06,T05 Print and send confirmation of receipt,2011/11/15 10:52:15,Resource06,General,10473,Internet
Group 1,task-46743,Resource06,T06 Determine necessity of stop advice,2011/11/15 10:52:56,Resource06,General,10473,Internet
Group 1,task-46747,Resource06,T10 Determine necessity to stop indication,2011/11/15 10:53:24,Resource06,General,10473,Internet
EMPTY,task-2510,Resource12,Confirmation of receipt,2010/12/14 13:59:23,admin1,General,4600,Internet
Group 4,task-4236,Resource10,T02 Check confirmation of receipt,2010/12/17 9:18:10,admin1,General,4600,Internet
Group 3,task-4773,Resource10,T04 Determine confirmation of receipt,2010/12/17 9:29:45,admin1,General,4600,Internet
Group 2,task-4824,admin1,T05 Print and send confirmation of receipt,2010/12/21 10:03:49,admin1,General,4600,Internet
Group 1,task-4237,Resource12,T06 Determine necessity of stop advice,2011/1/6 12:01:04,admin1,General,4600,Internet
Group 1,task-7085,Resource12,T10 Determine necessity to stop indication,2011/1/6 12:01:37,admin1,General,4600,Internet
Group 1,task-27705,Resource01,Confirmation of receipt,2011/6/28 8:45:11,Resource11,General,7908,Internet
Group 4,task-29971,Resource01,T02 Check confirmation of receipt,2011/6/28 8:46:41,Resource11,General,7908,Internet
Group 3,task-29974,Resource01,T04 Determine confirmation of receipt,2011/6/28 8:47:09,Resource11,General,7908,Internet
Group 2,task-29975,Resource01,T05 Print and send confirmation of receipt,2011/6/28 8:47:27,Resource11,General,7908,Internet
Group 1,task-29972,Resource01,T06 Determine necessity of stop advice,2011/6/28 8:47:51,Resource11,General,7908,Internet
Group 1,task-29976,Resource01,T10 Determine necessity to stop indication,2011/6/28 8:48:45,Resource11,General,7908,Internet
EMPTY,task-1933,Resource15,Confirmation of receipt,2010/12/3 13:23:45,Resource15,General,4513,Internet
Group 4,task-2747,Resource15,T02 Check confirmation of receipt,2010/12/3 13:25:37,Resource15,General,4513,Internet
Group 3,task-2749,Resource10,T04 Determine confirmation of receipt,2010/12/3 13:54:23,Resource15,General,4513,Internet
Group 2,task-2754,admin1,T05 Print and send confirmation of receipt,2010/12/6 13:24:43,Resource15,General,4513,Internet
Group 1,task-2748,Resource15,T06 Determine necessity of stop advice,2010/12/8 8:43:34,Resource15,General,4513,Internet
Group 1,task-3218,Resource15,T10 Determine necessity to stop indication,2010/12/8 8:43:50,Resource15,General,4513,Internet
EMPTY,task-4096,Resource15,Confirmation of receipt,2010/12/24 14:41:15,Resource15,General,4759,Internet
EMPTY,task-5741,Resource15,T02 Check confirmation of receipt,2010/12/24 14:50:46,Resource15,General,4759,Internet
Group 3,task-5763,Resource10,T04 Determine confirmation of receipt,2010/12/24 14:52:59,Resource15,General,4759,Internet
EMPTY,task-5767,admin1,T05 Print and send confirmation of receipt,2010/12/30 12:10:44,Resource15,General,4759,Internet
Group 1,task-5742,Resource15,T06 Determine necessity of stop advice,2011/1/4 8:49:10,Resource15,General,4759,Internet
Group 1,task-6644,Resource15,T10 Determine necessity to stop indication,2011/1/4 8:49:28,Resource15,General,4759,Internet
Group 1,task-32352,Resource27,Confirmation of receipt,2011/7/18 12:30:04,Resource11,General,8654,Internet
EMPTY,task-32353,Resource01,T02 Check confirmation of receipt,2011/7/28 12:33:02,Resource11,General,8654,Internet
Group 3,task-34132,Resource01,T04 Determine confirmation of receipt,2011/7/28 12:33:33,Resource11,General,8654,Internet
Group 2,task-34133,Resource01,T05 Print and send confirmation of receipt,2011/7/28 12:35:00,Resource11,General,8654,Internet
Group 1,task-32354,Resource01,T06 Determine necessity of stop advice,2011/7/28 12:35:45,Resource11,General,8654,Internet
Group 1,task-34134,Resource01,T10 Determine necessity to stop indication,2011/7/28 12:37:46,Resource11,General,8654,Internet
Group 1,task-28298,Resource15,Confirmation of receipt,2011/6/17 8:51:58,Resource15,General,7978,Internet
Group 4,task-28908,Resource15,T02 Check confirmation of receipt,2011/6/17 8:52:32,Resource15,General,7978,Internet
Group 3,task-28910,Resource15,T04 Determine confirmation of receipt,2011/6/17 8:52:49,Resource15,General,7978,Internet
Group 1,task-28909,Resource15,T06 Determine necessity of stop advice,2011/6/17 8:53:19,Resource15,General,7978,Internet
Group 1,task-28912,Resource15,T10 Determine necessity to stop indication,2011/6/17 8:54:01,Resource15,General,7978,Internet
Group 2,task-28911,admin1,T05 Print and send confirmation of receipt,2011/6/24 12:39:56,Resource15,General,7978,Internet
EMPTY,task-41834,Resource16,Confirmation of receipt,2011/10/7 8:54:10,Resource11,General,9929,Internet
Group 4,task-42161,Resource16,T02 Check confirmation of receipt,2011/10/7 8:54:37,Resource11,General,9929,Internet
Group 3,task-42163,Resource16,T04 Determine confirmation of receipt,2011/10/7 8:55:01,Resource11,General,9929,Internet
Group 2,task-42164,Resource16,T05 Print and send confirmation of receipt,2011/10/7 9:08:55,Resource11,General,9929,Internet
Group 1,task-42162,Resource16,T06 Determine necessity of stop advice,2011/10/7 9:09:21,Resource11,General,9929,Internet
Group 1,task-42165,Resource16,T10 Determine necessity to stop indication,2011/10/7 9:09:56,Resource11,General,9929,Internet
EMPTY,task-35,Resource08,Confirmation of receipt,2010/10/5 11:01:58,Resource08,Experts,3766,Desk
Group 1,task-67,Resource08,T06 Determine necessity of stop advice,2010/10/5 11:07:35,Resource08,Experts,3766,Desk
Group 1,task-68,Resource08,T10 Determine necessity to stop indication,2010/10/5 11:08:23,Resource08,Experts,3766,Desk
EMPTY,task-66,Resource24,T02 Check confirmation of receipt,2010/10/5 13:03:37,Resource08,Experts,3766,Desk
Group 1,task-81,Resource08,T03 Adjust confirmation of receipt,2010/10/5 13:22:03,Resource08,Experts,3766,Desk
EMPTY,task-84,Resource24,T02 Check confirmation of receipt,2010/10/5 13:26:39,Resource08,Experts,3766,Desk
EMPTY,task-86,Resource19,T04 Determine confirmation of receipt,2010/10/6 7:12:50,Resource08,Experts,3766,Desk
Group 2,task-96,Resource08,T05 Print and send confirmation of receipt,2010/10/7 13:16:56,Resource08,Experts,3766,Desk
EMPTY,task-50245,Resource01,Confirmation of receipt,2011/12/28 14:36:23,Resource11,General,11006,Internet
Group 4,task-50898,Resource01,T02 Check confirmation of receipt,2011/12/28 14:36:52,Resource11,General,11006,Internet
Group 3,task-50900,Resource01,T04 Determine confirmation of receipt,2011/12/28 14:37:17,Resource11,General,11006,Internet
Group 2,task-50901,Resource01,T05 Print and send confirmation of receipt,2011/12/28 14:38:15,Resource11,General,11006,Internet
Group 1,task-50899,Resource01,T06 Determine necessity of stop advice,2011/12/28 14:39:34,Resource11,General,11006,Internet
Group 1,task-50902,Resource01,T10 Determine necessity to stop indication,2011/12/28 14:44:34,Resource11,General,11006,Internet
EMPTY,task-26186,admin2,Confirmation of receipt,2011/6/6 13:59:01,Resource04,General,7689,Internet
EMPTY,task-49007,Resource09,Confirmation of receipt,2012/1/10 12:14:31,Resource09,General,10709,Internet
Group 4,task-51735,Resource09,T02 Check confirmation of receipt,2012/1/10 12:15:27,Resource09,General,10709,Internet
Group 1,task-51736,Resource09,T06 Determine necessity of stop advice,2012/1/10 12:47:42,Resource09,General,10709,Internet
Group 1,task-51762,Resource09,T10 Determine necessity to stop indication,2012/1/10 13:09:26,Resource09,General,10709,Internet
Group 3,task-51737,Resource09,T04 Determine confirmation of receipt,2012/1/10 13:11:41,Resource09,General,10709,Internet
Group 2,task-51776,Resource09,T05 Print and send confirmation of receipt,2012/1/10 13:12:14,Resource09,General,10709,Internet
EMPTY,task-17896,Resource15,Confirmation of receipt,2011/3/29 9:22:00,Resource15,General,6681,Internet
Group 4,task-18216,Resource15,T02 Check confirmation of receipt,2011/3/29 9:22:20,Resource15,General,6681,Internet
Group 3,task-18218,Resource15,T04 Determine confirmation of receipt,2011/3/29 9:22:32,Resource15,General,6681,Internet
Group 1,task-18217,Resource15,T06 Determine necessity of stop advice,2011/3/29 9:22:46,Resource15,General,6681,Internet
Group 1,task-18220,Resource15,T10 Determine necessity to stop indication,2011/3/29 9:23:10,Resource15,General,6681,Internet
Group 2,task-18219,admin1,T05 Print and send confirmation of receipt,2011/3/29 13:55:05,Resource15,General,6681,Internet
EMPTY,task-10854,Resource14,Confirmation of receipt,2011/2/24 9:33:48,Resource14,General,5750,Internet
Group 1,task-13953,Resource14,T06 Determine necessity of stop advice,2011/2/24 9:37:49,Resource14,General,5750,Internet
Group 1,task-13957,Resource14,T10 Determine necessity to stop indication,2011/2/24 9:38:30,Resource14,General,5750,Internet
EMPTY,task-13952,Resource18,T02 Check confirmation of receipt,2011/2/24 9:43:14,Resource14,General,5750,Internet
EMPTY,task-13962,Resource18,T04 Determine confirmation of receipt,2011/2/24 9:43:58,Resource14,General,5750,Internet
Group 2,task-13963,admin1,T05 Print and send confirmation of receipt,2011/2/24 12:47:34,Resource14,General,5750,Internet
EMPTY,task-48953,Resource04,Confirmation of receipt,2011/12/9 11:49:19,Resource04,General,10663,Internet
Group 4,task-49557,Resource04,T02 Check confirmation of receipt,2011/12/9 11:49:51,Resource04,General,10663,Internet
Group 3,task-49559,Resource04,T04 Determine confirmation of receipt,2011/12/9 11:50:17,Resource04,General,10663,Internet
Group 2,task-49560,Resource04,T05 Print and send confirmation of receipt,2011/12/9 11:50:40,Resource04,General,10663,Internet
Group 1,task-49558,Resource04,T06 Determine necessity of stop advice,2011/12/9 11:51:00,Resource04,General,10663,Internet
Group 1,task-49561,Resource04,T10 Determine necessity to stop indication,2011/12/9 11:51:22,Resource04,General,10663,Internet
EMPTY,task-29770,Resource12,Confirmation of receipt,2011/8/8 12:44:02,Resource12,General,8259,Internet
Group 4,task-35685,Resource12,T02 Check confirmation of receipt,2011/8/8 12:44:46,Resource12,General,8259,Internet
Group 3,task-35687,Resource12,T04 Determine confirmation of receipt,2011/8/8 12:45:33,Resource12,General,8259,Internet
Group 2,task-35688,Resource12,T05 Print and send confirmation of receipt,2011/8/8 12:46:22,Resource12,General,8259,Internet
Group 1,task-35686,Resource12,T06 Determine necessity of stop advice,2011/8/8 12:46:45,Resource12,General,8259,Internet
Group 1,task-35689,Resource12,T10 Determine necessity to stop indication,2011/8/8 12:47:11,Resource12,General,8259,Internet
EMPTY,task-18288,Resource01,Confirmation of receipt,2011/4/21 7:40:57,Resource11,General,6747,Internet
Group 4,task-21623,Resource01,T02 Check confirmation of receipt,2011/4/21 7:41:43,Resource11,General,6747,Internet
Group 3,task-21625,Resource01,T04 Determine confirmation of receipt,2011/4/21 7:41:57,Resource11,General,6747,Internet
Group 2,task-21626,Resource01,T05 Print and send confirmation of receipt,2011/4/21 7:42:05,Resource11,General,6747,Internet
Group 1,task-21624,Resource01,T06 Determine necessity of stop advice,2011/4/21 7:42:16,Resource11,General,6747,Internet
Group 1,task-21627,Resource01,T10 Determine necessity to stop indication,2011/4/21 7:42:30,Resource11,General,6747,Internet
EMPTY,task-22998,Resource15,Confirmation of receipt,2011/5/3 9:43:13,Resource22,General,7310,Desk
Group 4,task-23431,Resource15,T02 Check confirmation of receipt,2011/5/3 9:43:53,Resource22,General,7310,Desk
Group 3,task-23433,Resource15,T04 Determine confirmation of receipt,2011/5/3 9:44:29,Resource22,General,7310,Desk
Group 1,task-23432,Resource15,T06 Determine necessity of stop advice,2011/5/3 9:49:33,Resource22,General,7310,Desk
Group 1,task-23438,Resource15,T10 Determine necessity to stop indication,2011/5/3 10:13:18,Resource22,General,7310,Desk
Group 2,task-23434,admin1,T05 Print and send confirmation of receipt,2011/5/11 9:36:44,Resource22,General,7310,Desk
EMPTY,task-23849,Resource09,Confirmation of receipt,2011/6/7 9:31:22,admin1,General,7416,Internet
Group 4,task-28087,Resource09,T02 Check confirmation of receipt,2011/6/7 9:31:43,admin1,General,7416,Internet
Group 3,task-28089,Resource09,T04 Determine confirmation of receipt,2011/6/7 9:31:59,admin1,General,7416,Internet
Group 2,task-28090,Resource09,T05 Print and send confirmation of receipt,2011/6/7 9:32:14,admin1,General,7416,Internet
Group 1,task-28088,Resource09,T06 Determine necessity of stop advice,2011/6/7 9:32:26,admin1,General,7416,Internet
Group 1,task-28091,Resource09,T10 Determine necessity to stop indication,2011/6/7 9:33:00,admin1,General,7416,Internet
EMPTY,task-42105,Resource04,Confirmation of receipt,2011/10/20 12:28:41,Resource04,General,9936,Internet
Group 4,task-44025,Resource04,T02 Check confirmation of receipt,2011/10/20 12:29:00,Resource04,General,9936,Internet
Group 3,task-44027,Resource04,T04 Determine confirmation of receipt,2011/10/20 12:31:27,Resource04,General,9936,Internet
Group 2,task-44028,Resource04,T05 Print and send confirmation of receipt,2011/10/20 12:31:43,Resource04,General,9936,Internet
Group 1,task-44026,Resource04,T06 Determine necessity of stop advice,2011/10/20 12:32:06,Resource04,General,9936,Internet
Group 1,task-44029,Resource04,T10 Determine necessity to stop indication,2011/10/20 12:32:27,Resource04,General,9936,Internet
EMPTY,task-28148,Resource13,Confirmation of receipt,2011/6/16 8:29:11,Resource13,General,7953,Internet
EMPTY,task-28748,Resource13,T02 Check confirmation of receipt,2011/6/16 8:31:01,Resource13,General,7953,Internet
Group 1,task-28750,Resource13,T03 Adjust confirmation of receipt,2011/6/16 8:32:06,Resource13,General,7953,Internet
EMPTY,task-28751,Resource13,T02 Check confirmation of receipt,2011/6/16 8:33:39,Resource13,General,7953,Internet
Group 1,task-28752,Resource13,T03 Adjust confirmation of receipt,2011/6/16 8:38:06,Resource13,General,7953,Internet
Group 4,task-28754,Resource13,T02 Check confirmation of receipt,2011/6/16 8:38:27,Resource13,General,7953,Internet
Group 1,task-28755,Resource13,T03 Adjust confirmation of receipt,2011/6/16 8:40:23,Resource13,General,7953,Internet
Group 4,task-28756,Resource13,T02 Check confirmation of receipt,2011/6/16 8:40:45,Resource13,General,7953,Internet
Group 1,task-28757,Resource13,T03 Adjust confirmation of receipt,2011/6/16 8:49:05,Resource13,General,7953,Internet
Group 4,task-28763,Resource13,T02 Check confirmation of receipt,2011/6/16 8:49:27,Resource13,General,7953,Internet
Group 1,task-28764,Resource13,T03 Adjust confirmation of receipt,2011/6/16 8:50:46,Resource13,General,7953,Internet
Group 1,task-28749,Resource13,T06 Determine necessity of stop advice,2011/6/27 11:48:16,Resource13,General,7953,Internet
EMPTY,task-28765,Resource13,T02 Check confirmation of receipt,2011/6/27 11:49:02,Resource13,General,7953,Internet
EMPTY,task-29866,Resource13,T04 Determine confirmation of receipt,2011/6/27 11:49:30,Resource13,General,7953,Internet
EMPTY,task-29867,Resource13,T05 Print and send confirmation of receipt,2011/6/27 11:49:51,Resource13,General,7953,Internet
Group 1,task-29865,Resource13,T10 Determine necessity to stop indication,2011/6/27 11:50:06,Resource13,General,7953,Internet
Group 1,task-4261,Resource10,Confirmation of receipt,2010/12/17 9:17:21,Resource11,General,4777,Internet
Group 4,task-4769,Resource10,T02 Check confirmation of receipt,2010/12/17 9:26:08,Resource11,General,4777,Internet
Group 3,task-4812,Resource10,T04 Determine confirmation of receipt,2010/12/17 9:37:56,Resource11,General,4777,Internet
EMPTY,task-4770,Resource11,T06 Determine necessity of stop advice,2010/12/27 10:18:00,Resource11,General,4777,Internet
Group 1,task-5848,Resource11,T10 Determine necessity to stop indication,2010/12/27 10:18:32,Resource11,General,4777,Internet
Group 2,task-4846,Resource07,T05 Print and send confirmation of receipt,2011/1/4 15:40:38,Resource11,General,4777,Internet
EMPTY,task-36192,Resource14,Confirmation of receipt,2011/10/19 6:59:01,Resource14,General,9032,Internet
Group 4,task-43819,Resource14,T02 Check confirmation of receipt,2011/10/19 6:59:39,Resource14,General,9032,Internet
Group 3,task-43821,Resource14,T04 Determine confirmation of receipt,2011/10/19 7:00:04,Resource14,General,9032,Internet
Group 2,task-43822,Resource14,T05 Print and send confirmation of receipt,2011/10/19 7:00:43,Resource14,General,9032,Internet
Group 1,task-43820,Resource14,T06 Determine necessity of stop advice,2011/10/19 7:01:11,Resource14,General,9032,Internet
Group 1,task-43823,Resource14,T10 Determine necessity to stop indication,2011/10/19 7:01:31,Resource14,General,9032,Internet
EMPTY,task-33838,Resource02,Confirmation of receipt,2011/8/4 13:25:51,Resource02,General,8823,Internet
Group 4,task-35487,Resource02,T02 Check confirmation of receipt,2011/8/4 13:26:19,Resource02,General,8823,Internet
Group 3,task-35489,Resource02,T04 Determine confirmation of receipt,2011/8/4 13:26:47,Resource02,General,8823,Internet
Group 2,task-35490,Resource02,T05 Print and send confirmation of receipt,2011/8/4 13:27:09,Resource02,General,8823,Internet
Group 1,task-35488,Resource02,T06 Determine necessity of stop advice,2011/8/4 13:28:52,Resource02,General,8823,Internet
Group 1,task-35491,Resource02,T10 Determine necessity to stop indication,2011/8/4 13:29:22,Resource02,General,8823,Internet
Group 1,task-549,Resource08,Confirmation of receipt,2010/11/5 8:26:50,Resource08,Experts,4102,Internet
EMPTY,task-1017,Resource24,T02 Check confirmation of receipt,2010/11/5 8:36:29,Resource08,Experts,4102,Internet
Group 1,task-1021,Resource08,T03 Adjust confirmation of receipt,2010/11/5 8:43:41,Resource08,Experts,4102,Internet
EMPTY,task-1024,Resource24,T02 Check confirmation of receipt,2010/11/9 14:46:11,Resource08,Experts,4102,Internet
Group 3,task-1298,Resource10,T04 Determine confirmation of receipt,2010/11/12 13:58:23,Resource08,Experts,4102,Internet
Group 2,task-1441,admin1,T05 Print and send confirmation of receipt,2010/11/16 9:27:07,Resource08,Experts,4102,Internet
Group 1,task-1018,Resource08,T06 Determine necessity of stop advice,2010/11/16 15:09:31,Resource08,Experts,4102,Internet
Group 1,task-1544,Resource08,T10 Determine necessity to stop indication,2010/11/16 15:12:49,Resource08,Experts,4102,Internet
EMPTY,task-48507,Resource02,Confirmation of receipt,2012/1/16 9:05:20,Resource02,General,10626,Internet
Group 4,task-52413,Resource02,T02 Check confirmation of receipt,2012/1/16 9:27:21,Resource02,General,10626,Internet
Group 3,task-52436,Resource02,T04 Determine confirmation of receipt,2012/1/16 9:35:25,Resource02,General,10626,Internet
Group 2,task-52437,Resource02,T05 Print and send confirmation of receipt,2012/1/16 9:38:00,Resource02,General,10626,Internet
Group 1,task-52414,Resource02,T06 Determine necessity of stop advice,2012/1/16 9:39:51,Resource02,General,10626,Internet
Group 1,task-52438,Resource02,T10 Determine necessity to stop indication,2012/1/16 9:50:04,Resource02,General,10626,Internet
Group 1,task-7955,Resource05,Confirmation of receipt,2011/1/19 10:02:31,Resource05,General,5287,Internet
Group 4,task-8936,Resource05,T02 Check confirmation of receipt,2011/1/19 10:03:09,Resource05,General,5287,Internet
Group 1,task-8937,Resource05,T06 Determine necessity of stop advice,2011/1/19 10:04:14,Resource05,General,5287,Internet
Group 3,task-8938,Resource05,T04 Determine confirmation of receipt,2011/1/19 10:04:32,Resource05,General,5287,Internet
Group 2,task-8940,Resource05,T05 Print and send confirmation of receipt,2011/1/19 10:04:59,Resource05,General,5287,Internet
Group 1,task-8939,Resource05,T10 Determine necessity to stop indication,2011/1/19 10:06:00,Resource05,General,5287,Internet
Group 1,task-28395,Resource01,Confirmation of receipt,2011/6/30 13:02:42,Resource01,General,7991,Internet
Group 4,task-30526,Resource01,T02 Check confirmation of receipt,2011/6/30 13:03:29,Resource01,General,7991,Internet
Group 3,task-30528,Resource01,T04 Determine confirmation of receipt,2011/6/30 13:03:54,Resource01,General,7991,Internet
Group 2,task-30529,Resource01,T05 Print and send confirmation of receipt,2011/6/30 13:04:13,Resource01,General,7991,Internet
Group 1,task-30527,Resource01,T06 Determine necessity of stop advice,2011/6/30 13:04:28,Resource01,General,7991,Internet
Group 1,task-30530,Resource01,T10 Determine necessity to stop indication,2011/6/30 13:05:11,Resource01,General,7991,Internet
EMPTY,task-1959,Resource02,Confirmation of receipt,2011/1/11 6:47:45,Resource02,General,4527,Internet
EMPTY,task-7511,Resource02,T02 Check confirmation of receipt,2011/1/11 6:54:35,Resource02,General,4527,Internet
Group 3,task-7513,Resource10,T04 Determine confirmation of receipt,2011/1/11 7:14:59,Resource02,General,4527,Internet
Group 2,task-7519,admin1,T05 Print and send confirmation of receipt,2011/1/11 8:16:51,Resource02,General,4527,Internet
Group 1,task-7512,Resource02,T06 Determine necessity of stop advice,2011/1/11 11:32:45,Resource02,General,4527,Internet
Group 1,task-7678,Resource02,T10 Determine necessity to stop indication,2011/1/11 11:33:07,Resource02,General,4527,Internet
EMPTY,task-1551,admin2,Confirmation of receipt,2010/12/16 11:40:08,Resource14,General,4394,Internet
EMPTY,task-21790,Resource07,Confirmation of receipt,2011/5/2 8:58:19,Resource11,General,7131,Internet
Group 4,task-22993,Resource07,T02 Check confirmation of receipt,2011/5/2 8:58:33,Resource11,General,7131,Internet
Group 3,task-22995,Resource07,T04 Determine confirmation of receipt,2011/5/2 8:58:52,Resource11,General,7131,Internet
Group 2,task-22996,Resource07,T05 Print and send confirmation of receipt,2011/5/2 8:59:04,Resource11,General,7131,Internet
Group 1,task-22994,Resource07,T06 Determine necessity of stop advice,2011/5/2 8:59:23,Resource11,General,7131,Internet
Group 1,task-22997,Resource01,T10 Determine necessity to stop indication,2011/5/13 7:51:07,Resource11,General,7131,Internet
EMPTY,task-45524,Resource06,Confirmation of receipt,2011/11/10 10:33:31,Resource06,General,10289,Internet
Group 4,task-46222,Resource06,T02 Check confirmation of receipt,2011/11/10 10:37:52,Resource06,General,10289,Internet
Group 3,task-46228,Resource06,T04 Determine confirmation of receipt,2011/11/10 10:38:12,Resource06,General,10289,Internet
Group 2,task-46229,Resource06,T05 Print and send confirmation of receipt,2011/11/10 10:38:30,Resource06,General,10289,Internet
Group 1,task-46223,Resource06,T06 Determine necessity of stop advice,2011/11/10 10:39:49,Resource06,General,10289,Internet
Group 1,task-46230,Resource06,T10 Determine necessity to stop indication,2011/11/10 10:40:42,Resource06,General,10289,Internet
Group 1,task-4226,Resource10,Confirmation of receipt,2010/12/17 9:17:04,Resource15,General,4771,Internet
Group 4,task-4767,Resource10,T02 Check confirmation of receipt,2010/12/17 9:27:21,Resource15,General,4771,Internet
Group 3,task-4816,Resource10,T04 Determine confirmation of receipt,2010/12/17 9:38:49,Resource15,General,4771,Internet
Group 2,task-4849,admin1,T05 Print and send confirmation of receipt,2010/12/30 12:07:44,Resource15,General,4771,Internet
