group,instance,resource,activity,timestamp,responsible,department,case,channel
Group 1,task-17541,Resource11,T06 Determine necessity of stop advice,2011/4/6 8:06:24,Resource11,General,6335,Internet
Group 1,task-19232,Resource11,T10 Determine necessity to stop indication,2011/4/6 8:07:15,Resource11,General,6335,Internet
Group 1,task-19233,Resource11,T16 Report reasons to hold request,2011/4/6 12:14:40,Resource11,General,6335,Internet
Group 4,task-19323,Resource11,T17 Check report Y to stop indication,2011/4/6 12:15:19,Resource11,General,6335,Internet
Group 1,task-19324,Resource11,T18 Adjust report Y to stop indicition,2011/4/6 12:15:31,Resource11,General,6335,Internet
EMPTY,task-19325,Resource11,T17 Check report Y to stop indication,2011/4/6 12:16:11,Resource11,General,6335,Internet
Group 1,task-19326,Resource11,T18 Adjust report Y to stop indicition,2011/4/6 12:16:30,Resource11,General,6335,Internet
EMPTY,task-19327,Resource11,T17 Check report Y to stop indication,2011/4/6 12:17:22,Resource11,General,6335,Internet
Group 1,task-19328,Resource11,T18 Adjust report Y to stop indicition,2011/4/6 12:17:34,Resource11,General,6335,Internet
EMPTY,task-19329,Resource11,T17 Check report Y to stop indication,2011/4/6 12:19:09,Resource11,General,6335,Internet
Group 1,task-19330,Resource11,T18 Adjust report Y to stop indicition,2011/4/6 12:19:25,Resource11,General,6335,Internet
Group 4,task-19331,Resource11,T17 Check report Y to stop indication,2011/4/6 12:19:40,Resource11,General,6335,Internet
Group 3,task-19332,Resource11,T19 Determine report Y to stop indication,2011/4/6 12:19:53,Resource11,General,6335,Internet
Group 2,task-19333,Resource11,T20 Print report Y to stop indication,2011/4/6 12:20:04,Resource11,General,6335,Internet
EMPTY,task-28714,admin2,Confirmation of receipt,2011/8/9 12:37:34,admin3,Customer contact,8099,Internet
EMPTY,task-38200,Resource02,Confirmation of receipt,2011/10/6 6:04:25,Resource02,General,9410,Internet
Group 4,task-41905,Resource02,T02 Check confirmation of receipt,2011/10/6 6:04:50,Resource02,General,9410,Internet
Group 3,task-41907,Resource02,T04 Determine confirmation of receipt,2011/10/6 6:05:08,Resource02,General,9410,Internet
Group 2,task-41908,Resource02,T05 Print and send confirmation of receipt,2011/10/6 6:05:27,Resource02,General,9410,Internet
Group 1,task-41906,Resource02,T06 Determine necessity of stop advice,2011/10/6 6:05:50,Resource02,General,9410,Internet
Group 1,task-41909,Resource02,T10 Determine necessity to stop indication,2011/10/6 6:06:28,Resource02,General,9410,Internet
EMPTY,task-5997,Resource15,Confirmation of receipt,2011/1/5 9:10:23,Resource15,General,4997,Internet
Group 1,task-6808,Resource15,T06 Determine necessity of stop advice,2011/1/5 9:17:47,Resource15,General,4997,Internet
EMPTY,task-6807,Resource15,T02 Check confirmation of receipt,2011/1/5 9:25:21,Resource15,General,4997,Internet
Group 3,task-6811,Resource10,T04 Determine confirmation of receipt,2011/1/5 11:33:25,Resource15,General,4997,Internet
Group 1,task-6809,Resource15,T08 Draft and send request for advice,2011/1/6 7:33:16,Resource15,General,4997,Internet
Group 1,task-6939,Resource15,T09-1 Process or receive external advice from party 1,2011/1/6 7:33:32,Resource15,General,4997,Internet
Group 1,task-6940,Resource15,T06 Determine necessity of stop advice,2011/1/6 7:33:51,Resource15,General,4997,Internet
Group 1,task-6941,Resource15,T10 Determine necessity to stop indication,2011/1/6 7:34:09,Resource15,General,4997,Internet
Group 2,task-6860,admin1,T05 Print and send confirmation of receipt,2011/1/7 14:23:00,Resource15,General,4997,Internet
EMPTY,task-9383,admin2,Confirmation of receipt,2011/4/7 13:42:15,Resource22,General,5469,Internet
EMPTY,task-19250,Resource06,Confirmation of receipt,2011/4/26 10:25:03,Resource06,General,6872,Internet
Group 4,task-22171,Resource06,T02 Check confirmation of receipt,2011/4/26 10:58:24,Resource06,General,6872,Internet
Group 3,task-22177,Resource06,T04 Determine confirmation of receipt,2011/4/26 10:58:45,Resource06,General,6872,Internet
Group 2,task-22178,Resource06,T05 Print and send confirmation of receipt,2011/4/26 10:58:59,Resource06,General,6872,Internet
Group 1,task-22172,Resource06,T06 Determine necessity of stop advice,2011/4/27 6:29:40,Resource06,General,6872,Internet
Group 1,task-22227,Resource06,T10 Determine necessity to stop indication,2011/4/27 6:33:04,Resource06,General,6872,Internet
EMPTY,task-9946,admin2,Confirmation of receipt,2011/3/17 12:01:50,Resource11,General,5574,Internet
EMPTY,task-17520,Resource02,Confirmation of receipt,2011/3/29 8:48:25,Resource02,General,6646,Post
Group 4,task-18206,Resource02,T02 Check confirmation of receipt,2011/3/29 8:48:40,Resource02,General,6646,Post
Group 3,task-18208,Resource02,T04 Determine confirmation of receipt,2011/3/29 8:48:54,Resource02,General,6646,Post
Group 2,task-18209,Resource02,T05 Print and send confirmation of receipt,2011/3/29 8:49:09,Resource02,General,6646,Post
Group 1,task-18207,Resource02,T06 Determine necessity of stop advice,2011/3/29 10:18:21,Resource02,General,6646,Post
Group 1,task-18254,Resource02,T10 Determine necessity to stop indication,2011/3/29 10:23:43,Resource02,General,6646,Post
EMPTY,task-7956,Resource08,Confirmation of receipt,2011/1/13 14:13:11,Resource08,General,5288,Internet
Group 1,task-8188,Resource08,T06 Determine necessity of stop advice,2011/1/13 14:13:41,Resource08,General,5288,Internet
Group 1,task-8189,Resource08,T10 Determine necessity to stop indication,2011/1/13 14:14:01,Resource08,General,5288,Internet
Group 4,task-8187,Resource08,T02 Check confirmation of receipt,2011/1/13 14:14:30,Resource08,General,5288,Internet
Group 3,task-8191,Resource10,T04 Determine confirmation of receipt,2011/1/13 15:27:40,Resource08,General,5288,Internet
Group 2,task-8239,admin1,T05 Print and send confirmation of receipt,2011/1/14 8:19:42,Resource08,General,5288,Internet
EMPTY,task-17997,Resource12,Confirmation of receipt,2011/5/10 11:42:11,admin1,General,6713,Internet
Group 4,task-24256,Resource12,T02 Check confirmation of receipt,2011/5/10 11:42:30,admin1,General,6713,Internet
Group 3,task-24258,Resource12,T04 Determine confirmation of receipt,2011/5/10 11:42:56,admin1,General,6713,Internet
Group 2,task-24259,Resource12,T05 Print and send confirmation of receipt,2011/5/10 11:43:12,admin1,General,6713,Internet
Group 1,task-24257,Resource12,T06 Determine necessity of stop advice,2011/5/10 11:43:36,admin1,General,6713,Internet
Group 1,task-24260,Resource12,T10 Determine necessity to stop indication,2011/5/10 11:43:56,admin1,General,6713,Internet
EMPTY,task-31449,Resource06,Confirmation of receipt,2011/7/29 8:09:43,Resource06,General,8461,Internet
Group 4,task-34353,Resource06,T02 Check confirmation of receipt,2011/7/29 8:10:09,Resource06,General,8461,Internet
Group 3,task-34355,Resource06,T04 Determine confirmation of receipt,2011/7/29 8:10:27,Resource06,General,8461,Internet
Group 2,task-34356,Resource06,T05 Print and send confirmation of receipt,2011/7/29 8:10:46,Resource06,General,8461,Internet
Group 1,task-34354,Resource06,T06 Determine necessity of stop advice,2011/7/29 8:33:10,Resource06,General,8461,Internet
Group 1,task-34361,Resource06,T10 Determine necessity to stop indication,2011/7/29 8:44:05,Resource06,General,8461,Internet
Group 1,task-4,Resource26,Confirmation of receipt,2010/10/2 7:20:39,Resource26,General,891,Internet
Group 4,task-5,Resource26,T02 Check confirmation of receipt,2010/10/2 7:21:27,Resource26,General,891,Internet
Group 1,task-7,Resource26,T03 Adjust confirmation of receipt,2010/10/2 7:31:13,Resource26,General,891,Internet
Group 4,task-8,Resource26,T02 Check confirmation of receipt,2010/10/2 7:31:40,Resource26,General,891,Internet
Group 1,task-9,Resource26,T03 Adjust confirmation of receipt,2010/10/2 7:32:01,Resource26,General,891,Internet
Group 4,task-10,Resource21,T02 Check confirmation of receipt,2010/11/9 13:13:53,Resource26,General,891,Internet
Group 3,task-1275,Resource21,T04 Determine confirmation of receipt,2010/11/9 13:14:10,Resource26,General,891,Internet
Group 2,task-1276,Resource21,T05 Print and send confirmation of receipt,2010/11/9 13:14:23,Resource26,General,891,Internet
Group 1,task-6,Resource21,T06 Determine necessity of stop advice,2010/11/9 13:14:37,Resource26,General,891,Internet
Group 13,task-1277,Resource21,T07-1 Draft intern advice aspect 1,2010/11/9 13:17:36,Resource26,General,891,Internet
Group 1,task-1278,Resource26,T06 Determine necessity of stop advice,2010/11/10 6:52:34,Resource26,General,891,Internet
Group 13,task-1335,Resource26,T07-1 Draft intern advice aspect 1,2010/11/10 6:52:51,Resource26,General,891,Internet
Group 1,task-1336,Resource26,T06 Determine necessity of stop advice,2010/11/10 6:53:08,Resource26,General,891,Internet
Group 1,task-1337,admin1,T10 Determine necessity to stop indication,2010/11/10 8:38:46,Resource26,General,891,Internet
Group 1,task-1338,admin1,T11 Create document X request unlicensed,2010/11/10 8:38:57,Resource26,General,891,Internet
Group 4,task-1339,admin1,T12 Check document X request unlicensed,2010/11/10 8:39:08,Resource26,General,891,Internet
Group 3,task-1340,admin1,T14 Determine document X request unlicensed,2010/11/10 8:39:21,Resource26,General,891,Internet
Group 2,task-1341,Resource26,T15 Print document X request unlicensed,2010/11/12 12:40:44,Resource26,General,891,Internet
Group 1,task-3,Resource21,Confirmation of receipt,2010/11/3 9:57:52,Resource21,General,709,Internet
Group 4,task-803,Resource21,T02 Check confirmation of receipt,2010/11/3 9:59:59,Resource21,General,709,Internet
Group 3,task-808,Resource21,T04 Determine confirmation of receipt,2010/11/3 10:00:23,Resource21,General,709,Internet
Group 2,task-809,Resource21,T05 Print and send confirmation of receipt,2010/11/3 10:00:58,Resource21,General,709,Internet
Group 1,task-804,Resource21,T06 Determine necessity of stop advice,2010/11/9 13:33:13,Resource21,General,709,Internet
Group 15,task-1281,Resource21,T07-2 Draft intern advice aspect 2,2010/11/9 13:33:56,Resource21,General,709,Internet
Group 1,task-1282,Resource21,T06 Determine necessity of stop advice,2010/11/9 13:34:28,Resource21,General,709,Internet
Group 1,task-1283,Resource21,T10 Determine necessity to stop indication,2010/11/9 13:34:55,Resource21,General,709,Internet
EMPTY,task-5838,Resource07,Confirmation of receipt,2010/12/28 15:52:11,Resource07,General,4972,Internet
Group 1,task-6109,Resource07,T06 Determine necessity of stop advice,2010/12/28 15:52:32,Resource07,General,4972,Internet
Group 1,task-6110,Resource07,T10 Determine necessity to stop indication,2010/12/28 15:53:22,Resource07,General,4972,Internet
EMPTY,task-6108,Resource19,T02 Check confirmation of receipt,2010/12/30 7:59:32,Resource07,General,4972,Internet
Group 3,task-6253,Resource07,T04 Determine confirmation of receipt,2010/12/30 8:37:16,Resource07,General,4972,Internet
Group 2,task-6271,Resource07,T05 Print and send confirmation of receipt,2010/12/30 8:37:29,Resource07,General,4972,Internet
Group 1,task-28894,Resource16,Confirmation of receipt,2011/7/5 9:17:09,Resource11,General,8133,Internet
Group 4,task-30963,Resource16,T02 Check confirmation of receipt,2011/7/5 9:17:39,Resource11,General,8133,Internet
Group 3,task-30965,Resource16,T04 Determine confirmation of receipt,2011/7/5 9:18:01,Resource11,General,8133,Internet
Group 2,task-30966,Resource16,T05 Print and send confirmation of receipt,2011/7/5 9:18:27,Resource11,General,8133,Internet
Group 1,task-30964,Resource16,T06 Determine necessity of stop advice,2011/7/5 9:19:10,Resource11,General,8133,Internet
Group 1,task-30967,Resource16,T10 Determine necessity to stop indication,2011/7/5 9:19:36,Resource11,General,8133,Internet
Group 1,task-25293,Resource01,Confirmation of receipt,2011/5/18 12:33:56,Resource11,General,7567,Internet
Group 4,task-25508,Resource01,T02 Check confirmation of receipt,2011/5/18 12:35:13,Resource11,General,7567,Internet
Group 3,task-25510,Resource01,T04 Determine confirmation of receipt,2011/5/18 12:35:24,Resource11,General,7567,Internet
Group 2,task-25511,Resource01,T05 Print and send confirmation of receipt,2011/5/18 12:35:34,Resource11,General,7567,Internet
Group 1,task-25509,Resource07,T06 Determine necessity of stop advice,2011/5/23 10:30:31,Resource11,General,7567,Internet
Group 1,task-26050,Resource07,T10 Determine necessity to stop indication,2011/5/23 10:30:49,Resource11,General,7567,Internet
EMPTY,task-44315,Resource03,Confirmation of receipt,2011/11/10 10:00:40,Resource11,General,10159,Internet
Group 4,task-46200,Resource03,T02 Check confirmation of receipt,2011/11/10 10:01:15,Resource11,General,10159,Internet
Group 3,task-46202,Resource03,T04 Determine confirmation of receipt,2011/11/10 10:02:07,Resource11,General,10159,Internet
Group 2,task-46203,Resource03,T05 Print and send confirmation of receipt,2011/11/10 10:02:24,Resource11,General,10159,Internet
Group 1,task-46201,Resource03,T06 Determine necessity of stop advice,2011/11/10 10:02:41,Resource11,General,10159,Internet
Group 1,task-46204,Resource03,T10 Determine necessity to stop indication,2011/11/10 10:03:56,Resource11,General,10159,Internet
EMPTY,task-18081,admin2,Confirmation of receipt,2011/5/16 7:51:39,Resource09,General,6724,e-mail
EMPTY,task-30959,Resource01,Confirmation of receipt,2011/7/20 10:35:03,Resource11,General,8406,Internet
Group 4,task-32771,Resource01,T02 Check confirmation of receipt,2011/7/20 10:35:40,Resource11,General,8406,Internet
Group 3,task-32773,Resource01,T04 Determine confirmation of receipt,2011/7/20 10:36:28,Resource11,General,8406,Internet
Group 2,task-32775,Resource01,T05 Print and send confirmation of receipt,2011/7/20 10:36:47,Resource11,General,8406,Internet
Group 1,task-32772,Resource01,T06 Determine necessity of stop advice,2011/7/20 10:37:04,Resource11,General,8406,Internet
Group 1,task-32776,Resource01,T10 Determine necessity to stop indication,2011/7/20 10:37:27,Resource11,General,8406,Internet
EMPTY,task-32913,Resource09,Confirmation of receipt,2011/7/28 13:19:46,Resource14,General,8710,Internet
Group 1,task-34200,Resource09,T06 Determine necessity of stop advice,2011/7/28 13:22:22,Resource14,General,8710,Internet
Group 1,task-34201,Resource09,T10 Determine necessity to stop indication,2011/7/28 13:23:08,Resource14,General,8710,Internet
Group 4,task-34199,Resource09,T02 Check confirmation of receipt,2011/7/28 13:23:43,Resource14,General,8710,Internet
Group 3,task-34205,Resource09,T04 Determine confirmation of receipt,2011/7/28 13:25:01,Resource14,General,8710,Internet
Group 2,task-34210,Resource09,T05 Print and send confirmation of receipt,2011/7/28 13:25:38,Resource14,General,8710,Internet
EMPTY,task-9812,Resource07,Confirmation of receipt,2011/2/1 15:20:44,Resource01,General,5548,Internet
Group 4,task-10475,Resource07,T02 Check confirmation of receipt,2011/2/1 15:21:00,Resource01,General,5548,Internet
Group 3,task-10477,Resource07,T04 Determine confirmation of receipt,2011/2/1 15:21:18,Resource01,General,5548,Internet
Group 2,task-10479,Resource07,T05 Print and send confirmation of receipt,2011/2/1 15:21:29,Resource01,General,5548,Internet
Group 1,task-10476,Resource07,T06 Determine necessity of stop advice,2011/2/1 15:21:44,Resource01,General,5548,Internet
Group 1,task-10480,Resource01,T10 Determine necessity to stop indication,2011/2/3 7:43:32,Resource01,General,5548,Internet
EMPTY,task-22745,Resource15,Confirmation of receipt,2011/5/4 9:12:19,Resource13,General,7264,Internet
Group 4,task-23709,Resource15,T02 Check confirmation of receipt,2011/5/4 9:12:35,Resource13,General,7264,Internet
Group 3,task-23711,Resource15,T04 Determine confirmation of receipt,2011/5/4 9:12:47,Resource13,General,7264,Internet
Group 1,task-23710,Resource15,T06 Determine necessity of stop advice,2011/5/11 6:36:33,Resource13,General,7264,Internet
Group 1,task-24372,Resource15,T10 Determine necessity to stop indication,2011/5/11 6:37:04,Resource13,General,7264,Internet
Group 2,task-23712,admin1,T05 Print and send confirmation of receipt,2011/5/11 10:08:59,Resource13,General,7264,Internet
EMPTY,task-5999,Resource17,Confirmation of receipt,2011/1/10 14:25:48,Resource17,General,4998,Post
Group 4,task-7472,Resource17,T02 Check confirmation of receipt,2011/1/10 14:26:01,Resource17,General,4998,Post
Group 1,task-7473,Resource17,T06 Determine necessity of stop advice,2011/1/10 14:26:19,Resource17,General,4998,Post
Group 1,task-7475,Resource17,T10 Determine necessity to stop indication,2011/1/10 14:26:35,Resource17,General,4998,Post
Group 3,task-7474,Resource10,T04 Determine confirmation of receipt,2011/1/10 14:42:29,Resource17,General,4998,Post
Group 2,task-7498,admin1,T05 Print and send confirmation of receipt,2011/1/11 12:21:01,Resource17,General,4998,Post
EMPTY,task-25231,Resource12,Confirmation of receipt,2011/5/26 7:32:08,Resource12,General,7558,Internet
Group 4,task-26385,Resource12,T02 Check confirmation of receipt,2011/5/26 7:32:42,Resource12,General,7558,Internet
Group 3,task-26387,Resource12,T04 Determine confirmation of receipt,2011/5/26 7:33:10,Resource12,General,7558,Internet
Group 2,task-26388,Resource12,T05 Print and send confirmation of receipt,2011/5/26 7:33:33,Resource12,General,7558,Internet
Group 1,task-26386,Resource12,T06 Determine necessity of stop advice,2011/5/26 7:34:02,Resource12,General,7558,Internet
Group 1,task-26389,Resource12,T10 Determine necessity to stop indication,2011/5/26 7:34:55,Resource12,General,7558,Internet
EMPTY,task-10169,Resource17,Confirmation of receipt,2011/2/18 9:34:31,Resource17,General,5657,Internet
EMPTY,task-12980,Resource17,T02 Check confirmation of receipt,2011/2/18 9:35:11,Resource17,General,5657,Internet
Group 1,task-12981,Resource04,T06 Determine necessity of stop advice,2011/2/18 10:45:57,Resource17,General,5657,Internet
Group 1,task-13014,Resource04,T10 Determine necessity to stop indication,2011/2/18 10:46:11,Resource17,General,5657,Internet
Group 3,task-12982,Resource10,T04 Determine confirmation of receipt,2011/2/18 11:28:40,Resource17,General,5657,Internet
Group 2,task-13031,admin1,T05 Print and send confirmation of receipt,2011/2/22 13:48:09,Resource17,General,5657,Internet
Group 1,task-4193,Resource10,Confirmation of receipt,2010/12/17 9:17:44,Resource11,General,4769,Internet
Group 4,task-4771,Resource10,T02 Check confirmation of receipt,2010/12/17 9:26:26,Resource11,General,4769,Internet
Group 3,task-4813,Resource10,T04 Determine confirmation of receipt,2010/12/17 9:33:22,Resource11,General,4769,Internet
EMPTY,task-4772,Resource26,T06 Determine necessity of stop advice,2010/12/21 10:11:52,Resource11,General,4769,Internet
Group 1,task-5260,Resource26,T10 Determine necessity to stop indication,2010/12/21 10:12:12,Resource11,General,4769,Internet
Group 2,task-4834,admin1,T05 Print and send confirmation of receipt,2010/12/21 10:22:34,Resource11,General,4769,Internet
EMPTY,task-8885,Resource02,Confirmation of receipt,2011/2/1 15:35:40,Resource02,General,5380,Desk
EMPTY,task-10486,Resource02,T02 Check confirmation of receipt,2011/2/1 15:37:33,Resource02,General,5380,Desk
Group 1,task-10487,Resource02,T06 Determine necessity of stop advice,2011/2/2 8:12:08,Resource02,General,5380,Desk
EMPTY,task-10545,Resource02,T07-1 Draft intern advice aspect 1,2011/2/2 8:19:05,Resource02,General,5380,Desk
Group 1,task-10554,Resource02,T06 Determine necessity of stop advice,2011/2/2 8:21:53,Resource02,General,5380,Desk
Group 13,task-10555,Resource02,T07-1 Draft intern advice aspect 1,2011/2/2 8:22:53,Resource02,General,5380,Desk
Group 1,task-10557,Resource02,T06 Determine necessity of stop advice,2011/2/2 8:23:41,Resource02,General,5380,Desk
EMPTY,task-10559,Resource02,T07-1 Draft intern advice aspect 1,2011/2/2 8:24:33,Resource02,General,5380,Desk
Group 1,task-10560,Resource02,T06 Determine necessity of stop advice,2011/2/2 8:24:55,Resource02,General,5380,Desk
Group 1,task-10561,Resource02,T10 Determine necessity to stop indication,2011/2/2 8:25:15,Resource02,General,5380,Desk
EMPTY,task-10488,Resource02,T04 Determine confirmation of receipt,2011/2/2 9:49:15,Resource02,General,5380,Desk
Group 2,task-10632,Resource02,T05 Print and send confirmation of receipt,2011/2/2 9:51:02,Resource02,General,5380,Desk
EMPTY,task-22097,Resource08,Confirmation of receipt,2011/4/28 11:12:38,Resource13,General,7182,Internet
Group 4,task-22623,Resource08,T02 Check confirmation of receipt,2011/4/28 11:13:05,Resource13,General,7182,Internet
EMPTY,task-22625,Resource08,T04 Determine confirmation of receipt,2011/4/28 11:13:47,Resource13,General,7182,Internet
EMPTY,task-22627,Resource08,T05 Print and send confirmation of receipt,2011/4/28 11:14:21,Resource13,General,7182,Internet
Group 1,task-22624,Resource08,T06 Determine necessity of stop advice,2011/4/28 11:14:35,Resource13,General,7182,Internet
Group 1,task-22629,Resource08,T10 Determine necessity to stop indication,2011/4/28 11:17:14,Resource13,General,7182,Internet
EMPTY,task-6816,Resource09,Confirmation of receipt,2011/1/19 14:05:05,Resource09,General,5141,Internet
Group 1,task-8972,Resource09,T06 Determine necessity of stop advice,2011/1/19 14:05:34,Resource09,General,5141,Internet
Group 1,task-8973,Resource09,T10 Determine necessity to stop indication,2011/1/19 14:06:04,Resource09,General,5141,Internet
EMPTY,task-8971,Resource24,T02 Check confirmation of receipt,2011/2/7 14:31:47,Resource09,General,5141,Internet
Group 1,task-11298,Resource09,T03 Adjust confirmation of receipt,2011/3/21 11:08:34,Resource09,General,5141,Internet
Group 4,task-16955,Resource09,T02 Check confirmation of receipt,2011/3/21 12:11:10,Resource09,General,5141,Internet
Group 1,task-17007,Resource09,T03 Adjust confirmation of receipt,2011/3/21 12:14:54,Resource09,General,5141,Internet
Group 4,task-17020,Resource09,T02 Check confirmation of receipt,2011/3/21 12:16:27,Resource09,General,5141,Internet
Group 1,task-17021,Resource09,T03 Adjust confirmation of receipt,2011/3/21 12:51:17,Resource09,General,5141,Internet
Group 4,task-17036,Resource09,T02 Check confirmation of receipt,2011/3/21 12:53:05,Resource09,General,5141,Internet
Group 3,task-17038,Resource09,T04 Determine confirmation of receipt,2011/3/21 12:53:23,Resource09,General,5141,Internet
Group 2,task-17039,Resource09,T05 Print and send confirmation of receipt,2011/3/21 12:53:38,Resource09,General,5141,Internet
EMPTY,task-4938,Resource12,Confirmation of receipt,2010/12/20 10:15:59,Resource12,General,4832,Post
EMPTY,task-5035,Resource12,T02 Check confirmation of receipt,2010/12/20 10:58:52,Resource12,General,4832,Post
Group 3,task-5069,Resource12,T04 Determine confirmation of receipt,2010/12/20 10:59:20,Resource12,General,4832,Post
EMPTY,task-5070,Resource12,T05 Print and send confirmation of receipt,2010/12/20 11:00:33,Resource12,General,4832,Post
Group 1,task-5036,Resource12,T06 Determine necessity of stop advice,2010/12/20 11:07:20,Resource12,General,4832,Post
Group 1,task-5077,Resource12,T10 Determine necessity to stop indication,2010/12/20 11:08:12,Resource12,General,4832,Post
Group 1,task-376,Resource01,Confirmation of receipt,2010/11/2 11:42:20,Resource07,General,4028,Post
Group 1,task-716,Resource01,T06 Determine necessity of stop advice,2010/11/2 11:45:03,Resource07,General,4028,Post
Group 1,task-717,Resource01,T10 Determine necessity to stop indication,2010/11/2 11:46:01,Resource07,General,4028,Post
EMPTY,task-715,Resource19,T02 Check confirmation of receipt,2010/11/4 9:01:24,Resource07,General,4028,Post
EMPTY,task-847,Resource19,T04 Determine confirmation of receipt,2010/11/4 14:27:23,Resource07,General,4028,Post
Group 2,task-993,Resource20,T05 Print and send confirmation of receipt,2010/11/11 11:52:39,Resource07,General,4028,Post
EMPTY,task-15489,Resource02,Confirmation of receipt,2011/3/10 13:48:57,Resource02,General,6343,Internet
Group 4,task-15842,Resource02,T02 Check confirmation of receipt,2011/3/10 13:49:14,Resource02,General,6343,Internet
Group 3,task-15845,Resource02,T04 Determine confirmation of receipt,2011/3/10 13:49:28,Resource02,General,6343,Internet
Group 2,task-15846,Resource02,T05 Print and send confirmation of receipt,2011/3/10 13:49:39,Resource02,General,6343,Internet
Group 1,task-15843,Resource02,T06 Determine necessity of stop advice,2011/3/10 13:50:27,Resource02,General,6343,Internet
Group 1,task-15847,Resource02,T10 Determine necessity to stop indication,2011/3/10 14:43:23,Resource02,General,6343,Internet
Group 1,task-15854,Resource02,T11 Create document X request unlicensed,2011/3/10 15:05:05,Resource02,General,6343,Internet
Group 4,task-15857,Resource02,T12 Check document X request unlicensed,2011/3/10 15:05:18,Resource02,General,6343,Internet
Group 3,task-15858,Resource02,T14 Determine document X request unlicensed,2011/3/10 15:05:51,Resource02,General,6343,Internet
Group 2,task-15859,Resource02,T15 Print document X request unlicensed,2011/3/10 15:06:01,Resource02,General,6343,Internet
Group 1,task-45496,admin2,Confirmation of receipt,2011/11/7 7:48:39,test,Customer contact,10354,Internet
EMPTY,task-15819,Resource08,Confirmation of receipt,2011/3/17 9:55:11,Resource08,General,6385,Internet
EMPTY,task-16562,Resource08,T02 Check confirmation of receipt,2011/3/17 9:58:40,Resource08,General,6385,Internet
Group 1,task-16563,Resource08,T06 Determine necessity of stop advice,2011/3/17 10:05:13,Resource08,General,6385,Internet
EMPTY,task-16568,Resource18,T04 Determine confirmation of receipt,2011/3/17 10:05:28,Resource08,General,6385,Internet
Group 1,task-16570,Resource08,T10 Determine necessity to stop indication,2011/3/17 10:07:14,Resource08,General,6385,Internet
Group 2,task-16571,admin1,T05 Print and send confirmation of receipt,2011/3/21 8:34:16,Resource08,General,6385,Internet
Group 1,task-27757,Resource01,Confirmation of receipt,2011/6/30 9:07:54,Resource11,General,7917,Internet
Group 4,task-30350,Resource01,T02 Check confirmation of receipt,2011/6/30 9:08:18,Resource11,General,7917,Internet
Group 2,task-30353,Resource01,T05 Print and send confirmation of receipt,2011/6/30 9:13:22,Resource11,General,7917,Internet
Group 1,task-30351,Resource01,T06 Determine necessity of stop advice,2011/6/30 9:13:52,Resource11,General,7917,Internet
Group 1,task-30354,Resource01,T10 Determine necessity to stop indication,2011/6/30 9:14:09,Resource11,General,7917,Internet
EMPTY,task-25874,Resource02,Confirmation of receipt,2011/5/31 7:36:12,Resource02,General,7632,Internet
Group 4,task-27260,Resource02,T02 Check confirmation of receipt,2011/5/31 7:36:32,Resource02,General,7632,Internet
Group 1,task-27261,Resource02,T06 Determine necessity of stop advice,2011/5/31 7:36:50,Resource02,General,7632,Internet
Group 1,task-27263,Resource02,T10 Determine necessity to stop indication,2011/5/31 7:37:11,Resource02,General,7632,Internet
Group 3,task-27262,Resource02,T04 Determine confirmation of receipt,2011/5/31 7:37:33,Resource02,General,7632,Internet
Group 2,task-27265,Resource02,T05 Print and send confirmation of receipt,2011/5/31 7:37:49,Resource02,General,7632,Internet
Group 1,task-31150,Resource27,Confirmation of receipt,2011/7/6 7:08:50,Resource06,General,8419,Internet
Group 1,task-31154,Resource06,T06 Determine necessity of stop advice,2011/7/20 11:05:11,Resource06,General,8419,Internet
EMPTY,task-31153,Resource06,T02 Check confirmation of receipt,2011/7/20 11:06:34,Resource06,General,8419,Internet
Group 3,task-32827,Resource06,T04 Determine confirmation of receipt,2011/7/20 11:06:53,Resource06,General,8419,Internet
Group 2,task-32828,Resource06,T05 Print and send confirmation of receipt,2011/7/20 11:07:10,Resource06,General,8419,Internet
Group 1,task-32824,Resource06,T10 Determine necessity to stop indication,2011/7/20 11:33:47,Resource06,General,8419,Internet
EMPTY,task-11042,Resource01,Confirmation of receipt,2011/2/18 8:09:45,Resource11,General,5769,Internet
Group 4,task-12954,Resource01,T02 Check confirmation of receipt,2011/2/18 8:13:21,Resource11,General,5769,Internet
Group 3,task-12956,Resource01,T04 Determine confirmation of receipt,2011/2/18 8:13:39,Resource11,General,5769,Internet
Group 2,task-12957,Resource01,T05 Print and send confirmation of receipt,2011/2/18 8:13:49,Resource11,General,5769,Internet
Group 1,task-12955,Resource07,T06 Determine necessity of stop advice,2011/2/28 12:53:40,Resource11,General,5769,Internet
Group 1,task-14507,Resource07,T10 Determine necessity to stop indication,2011/2/28 12:54:20,Resource11,General,5769,Internet
Group 1,task-352,Resource17,Confirmation of receipt,2010/11/11 14:05:22,Resource17,Experts,4013,Internet
Group 1,task-1407,Resource17,T06 Determine necessity of stop advice,2010/11/11 14:06:10,Resource17,Experts,4013,Internet
Group 1,task-1408,Resource17,T10 Determine necessity to stop indication,2010/11/11 14:06:33,Resource17,Experts,4013,Internet
Group 4,task-1406,Resource10,T02 Check confirmation of receipt,2010/11/16 12:32:34,Resource17,Experts,4013,Internet
Group 3,task-1531,Resource10,T04 Determine confirmation of receipt,2010/11/22 7:26:55,Resource17,Experts,4013,Internet
